BusID,RouteID,Latitude,Longitude,Speed,stop_id,stop_lat,stop_lon,distance_to_stop,hour_of_day,day_of_week,is_weekend,ETA_seconds
2216,AUB2,42.943197,-76.543264,9.0,9895,42.9433,-76.543,24.396435869183957,12,3,0,9.76
1801,AUB3,42.945501,-76.559534,3.0,12325,42.9456,-76.5601,47.48413930894362,12,3,0,56.98
2213,OSW10,43.45388,-76.539688,15.0,15521,43.454,-76.5403,51.296959348408684,12,3,0,12.31
1703,OSW11,43.453653,-76.535385,22.0,16016,43.4537,-76.5348,47.636078457835424,12,3,0,7.79
2210,OSW1A,43.461197,-76.483712,26.0,9737,43.4609,-76.4847,86.49866513398904,12,3,0,11.98
2212,OSW2C,43.449791,-76.522307,21.0,16092,43.4497,-76.5224,12.604925945513216,12,3,0,2.16
694,OSW46,43.146339,-76.230186,36.0,8978,43.146,-76.2299,44.26802776960758,12,3,0,4.43
695,OSW46,43.236919,-76.300323,23.0,18219,43.2359,-76.3004,113.38083673581451,12,3,0,17.75
2413,ROME2,43.21921,-75.471638,23.0,18355,43.219,-75.4712,42.553450966039556,12,3,0,6.66
2411,ROME5,43.22084,-75.452263,11.0,14272,43.2209,-75.4522,8.40438508236821,12,3,0,2.75
2412,ROME6,43.216399,-75.441987,26.0,14071,43.2165,-75.4414,48.9982956529282,12,3,0,6.78
1800,AUB1,42.916215,-76.570956,11.0,12069,42.9162,-76.571,3.9603136696334804,12,3,0,1.3
2216,AUB2,42.934682,-76.556755,30.0,12159,42.9347,-76.5567,4.914691982972096,12,3,0,0.59
1801,AUB3,42.942528,-76.560086,20.0,12336,42.9426,-76.5602,12.269799908582167,12,3,0,2.21
2213,OSW10,43.45628,-76.540718,17.0,16185,43.4566,-76.5401,61.3657293739153,12,3,0,13.0
1703,OSW11,43.445378,-76.534571,13.0,15534,43.4454,-76.5355,75.24182956911696,12,3,0,20.84
2212,OSW2C,43.455447,-76.513042,13.0,17940,43.4556,-76.5132,21.271595468041625,12,3,0,5.89
694,OSW46,43.161769,-76.233031,31.0,8700,43.1618,-76.2329,11.196623037097188,12,3,0,1.3
695,OSW46,43.230347,-76.299538,23.0,3290,43.2302,-76.2994,19.808768888254775,12,3,0,3.1
2411,ROME5,43.211922,-75.45636,12.0,14057,43.2124,-75.4557,75.4745347463398,12,3,0,22.64
2412,ROME6,43.213116,-75.450504,8.0,14064,43.2131,-75.4504,8.635814790633148,12,3,0,3.89
1800,AUB1,42.920421,-76.571228,32.0,12132,42.9204,-76.5716,30.461826123608514,12,3,0,3.43
1800,AUB1,42.920001,-76.575662,23.0,12133,42.92,-76.5761,35.76141624785779,12,3,0,5.6
2210,OSW10,43.447029,-76.549049,2.0,17539,43.4471,-76.549,8.82928180931656,10,4,0,15.89
2213,OSW1C,43.463776,-76.47892,11.0,15932,43.4607,-76.4973,1526.1941184471032,10,4,0,499.48
2215,OSW2D,43.456261,-76.512291,1.0,18177,43.4538,-76.5107,302.2264903905341,10,4,0,1088.01
694,OSW46,43.139919,-76.227417,25.0,1963,43.1404,-76.2276,55.47213705865741,10,4,0,7.99
2102,ROME6,43.217632,-75.436455,22.0,14074,43.2177,-75.4364,8.777407161382254,10,4,0,1.44
2210,OSW10,43.453926,-76.539816,11.0,15521,43.454,-76.5403,40.02747632155968,11,4,0,13.1
2210,OSW10,43.453926,-76.539816,11.0,15521,43.454,-76.5403,40.02747632155968,11,4,0,13.1
1808,AUB1,42.928934,-76.571827,21.0,12053,42.9291,-76.5716,26.143411154041804,11,4,0,4.48
1707,AUB2,42.933147,-76.562278,8.0,12240,42.9332,-76.5628,43.015347139736576,11,4,0,19.36
1702,OSW11,43.425008,-76.534379,40.0,18368,43.4247,-76.5391,383.82043235222335,11,4,0,34.54
2215,OSW1D,43.454922,-76.501869,24.0,15918,43.4548,-76.5024,45.064252098988554,11,4,0,6.76
2213,OSW2A,43.455662,-76.514291,24.0,3563,43.4556,-76.5145,18.264340928709952,11,4,0,2.74
2412,ROME2,43.21727,-75.467597,16.0,12859,43.2172,-75.4676,7.780607207036245,11,4,0,1.75
2413,ROME5,43.207691,-75.461342,16.0,17604,43.2076,-75.461,29.574560684298206,11,4,0,6.65
2414,ROME6,43.216107,-75.443306,24.0,14070,43.2162,-75.4428,42.39313276634089,11,4,0,6.36
1707,AUB2,42.93286,-76.563915,18.0,12154,42.933,-76.5631,68.32189285407765,11,4,0,13.66
1806,AUB3,42.940716,-76.566162,15.0,12343,42.9408,-76.5666,36.94710324330214,11,4,0,8.87
1702,OSW11,43.425008,-76.534379,40.0,18368,43.4247,-76.5391,383.82043235222335,11,4,0,34.54
2215,OSW1D,43.454753,-76.502451,11.0,15918,43.4548,-76.5024,6.656242919230071,11,4,0,2.18
2213,OSW2A,43.456132,-76.512722,11.0,3581,43.4562,-76.5123,34.980223704620876,11,4,0,11.45
691,OSW46,43.454418,-76.505943,13.0,3615,43.454,-76.5058,47.86101349309296,11,4,0,13.25
2412,ROME2,43.217841,-75.468768,26.0,18356,43.2178,-75.4688,5.244825832815715,11,4,0,0.73
2414,ROME6,43.216107,-75.443306,24.0,14070,43.2162,-75.4428,42.39313276634089,11,4,0,6.36
1808,AUB1,42.929866,-76.569997,24.0,12143,42.9301,-76.5695,48.1854183986579,11,4,0,7.23
1702,OSW11,43.429748,-76.535564,39.0,18368,43.4247,-76.5391,629.6986793906876,11,4,0,58.13
1808,AUB1,42.929866,-76.569997,24.0,12143,42.9301,-76.5695,48.1854183986579,11,4,0,7.23
2215,OSW1D,43.457337,-76.503905,26.0,9697,43.4573,-76.5039,4.130631083066458,11,4,0,0.57
2213,OSW2A,43.456132,-76.512722,11.0,3581,43.4562,-76.5123,34.980223704620876,11,4,0,11.45
691,OSW46,43.454418,-76.505943,13.0,3615,43.454,-76.5058,47.86101349309296,11,4,0,13.25
2412,ROME2,43.219049,-75.471294,27.0,18355,43.219,-75.4712,9.379068250594205,11,4,0,1.25
2413,ROME5,43.209171,-75.459183,17.0,18072,43.2088,-75.4596,53.3588878554635,11,4,0,11.3
2414,ROME6,43.216899,-75.439744,33.0,14072,43.2169,-75.44,20.80120900743117,11,4,0,2.27
1702,OSW11,43.429748,-76.535564,39.0,18368,43.4247,-76.5391,629.6986793906876,11,4,0,58.13
2215,OSW1D,43.457337,-76.503905,26.0,9697,43.4573,-76.5039,4.130631083066458,11,4,0,0.57
2412,ROME2,43.219049,-75.471294,27.0,18355,43.219,-75.4712,9.379068250594205,11,4,0,1.25
2413,ROME5,43.209171,-75.459183,17.0,18072,43.2088,-75.4596,53.3588878554635,11,4,0,11.3
2414,ROME6,43.216899,-75.439744,33.0,14072,43.2169,-75.44,20.80120900743117,11,4,0,2.27
1808,AUB1,42.931476,-76.568861,18.0,12372,42.9318,-76.5685,46.51834601193905,11,4,0,9.3
1707,AUB2,42.931648,-76.566453,20.0,17919,42.9316,-76.5633,257.4388032928919,11,4,0,46.34
1702,OSW11,43.434897,-76.535919,41.0,16306,43.4453,-76.5356,1156.0754708796444,11,4,0,101.51
1808,AUB1,42.931476,-76.568861,18.0,12372,42.9318,-76.5685,46.51834601193905,11,4,0,9.3
1707,AUB2,42.931648,-76.566453,20.0,17919,42.9316,-76.5633,257.4388032928919,11,4,0,46.34
2413,ROME5,43.210468,-75.457474,24.0,14390,43.2109,-75.4574,48.36909081912166,11,4,0,7.26
1702,OSW11,43.434897,-76.535919,41.0,16306,43.4453,-76.5356,1156.0754708796444,11,4,0,101.51
691,OSW46,43.452839,-76.505051,40.0,3621,43.4527,-76.505,15.985294141907548,11,4,0,1.44
2413,ROME5,43.210468,-75.457474,24.0,14390,43.2109,-75.4574,48.36909081912166,11,4,0,7.26
1808,AUB1,42.932439,-76.567397,8.0,12493,42.9326,-76.567,37.0151781755948,11,4,0,16.66
1707,AUB2,42.931648,-76.566453,20.0,17919,42.9316,-76.5633,257.4388032928919,11,4,0,46.34
1702,OSW11,43.43968,-76.536175,38.0,16306,43.4453,-76.5356,626.1223341205961,11,4,0,59.32
691,OSW46,43.450069,-76.502823,45.0,3618,43.4504,-76.5031,43.07067325600849,11,4,0,3.45
2413,ROME5,43.210468,-75.457474,24.0,14390,43.2109,-75.4574,48.36909081912166,11,4,0,7.26
2414,ROME6,43.217698,-75.436182,31.0,14074,43.2177,-75.4364,17.714439041231373,11,4,0,2.06
1707,AUB2,42.931894,-76.568546,16.0,17919,42.9316,-76.5633,429.480772827608,11,4,0,96.63
1806,AUB3,42.934253,-76.566667,15.0,12274,42.9351,-76.5663,98.74818523891342,11,4,0,23.7
1707,AUB2,42.931894,-76.568546,16.0,17919,42.9316,-76.5633,429.480772827608,11,4,0,96.63
1806,AUB3,42.934253,-76.566667,15.0,12274,42.9351,-76.5663,98.74818523891342,11,4,0,23.7
1702,OSW11,43.445335,-76.535457,11.0,15534,43.4454,-76.5355,8.01670630976589,11,4,0,2.62
2215,OSW1D,43.457764,-76.507233,24.0,15921,43.4584,-76.5045,232.2012539740245,11,4,0,34.83
1702,OSW11,43.445335,-76.535457,11.0,15534,43.4454,-76.5355,8.01670630976589,11,4,0,2.62
2215,OSW1D,43.457764,-76.507233,24.0,15921,43.4584,-76.5045,232.2012539740245,11,4,0,34.83
691,OSW46,43.44313,-76.491455,64.0,15774,43.4427,-76.4908,71.37136483197516,11,4,0,4.01
2412,ROME2,43.221673,-75.48043,28.0,17566,43.2219,-75.4808,39.23886365497196,11,4,0,5.04
691,OSW46,43.44313,-76.491455,64.0,15774,43.4427,-76.4908,71.37136483197516,11,4,0,4.01
2414,ROME6,43.2185,-75.428879,31.0,12259,43.2185,-75.429,9.831424079564787,11,4,0,1.14
2412,ROME2,43.221673,-75.48043,28.0,17566,43.2219,-75.4808,39.23886365497196,11,4,0,5.04
2414,ROME6,43.2185,-75.428879,31.0,12259,43.2185,-75.429,9.831424079564787,11,4,0,1.14
1702,OSW11,43.447619,-76.534203,15.0,3486,43.45,-76.5343,264.64913480440424,11,4,0,63.52
1702,OSW11,43.447619,-76.534203,15.0,3486,43.45,-76.5343,264.64913480440424,11,4,0,63.52
2215,OSW2D,43.456249,-76.512283,10.0,18177,43.4538,-76.5107,300.7444680706054,11,4,0,108.27
691,OSW46,43.431271,-76.481796,56.0,15775,43.4316,-76.4822,49.05187953241497,11,4,0,3.15
2215,OSW2D,43.456249,-76.512283,10.0,18177,43.4538,-76.5107,300.7444680706054,11,4,0,108.27
2412,ROME2,43.222671,-75.482761,31.0,17567,43.2227,-75.4825,21.44853227865301,11,4,0,2.49
691,OSW46,43.431271,-76.481796,56.0,15775,43.4316,-76.4822,49.05187953241497,11,4,0,3.15
2413,ROME5,43.213589,-75.454781,15.0,14059,43.2136,-75.4547,6.69438384055868,11,4,0,1.61
2414,ROME6,43.220411,-75.424627,32.0,14080,43.2203,-75.4248,18.698816535581624,11,4,0,2.1
2412,ROME2,43.222671,-75.482761,31.0,17567,43.2227,-75.4825,21.44853227865301,11,4,0,2.49
2413,ROME5,43.215,-75.453506,18.0,14356,43.2149,-75.4536,13.482043922012503,11,4,0,2.7
2414,ROME6,43.220411,-75.424627,32.0,14080,43.2203,-75.4248,18.698816535581624,11,4,0,2.1
1702,OSW11,43.451087,-76.533122,22.0,16086,43.4518,-76.5323,103.44968022938188,11,4,0,16.93
1702,OSW11,43.451087,-76.533122,22.0,16086,43.4518,-76.5323,103.44968022938188,11,4,0,16.93
2215,OSW2D,43.45597,-76.513276,15.0,18178,43.4535,-76.5118,299.2963364277569,11,4,0,71.83
691,OSW46,43.431549,-76.480759,19.0,15556,43.432,-76.4809,51.39074399598827,11,4,0,9.74
2215,OSW2D,43.45597,-76.513276,15.0,18178,43.4535,-76.5118,299.2963364277569,11,4,0,71.83
691,OSW46,43.431549,-76.480759,19.0,15556,43.432,-76.4809,51.39074399598827,11,4,0,9.74
2413,ROME5,43.216175,-75.452449,15.0,14354,43.2161,-75.4526,14.831248171874636,11,4,0,3.56
2414,ROME6,43.221172,-75.418969,34.0,14082,43.2213,-75.4192,23.547130508933787,11,4,0,2.49
2413,ROME5,43.216175,-75.452449,15.0,14354,43.2161,-75.4526,14.831248171874636,11,4,0,3.56
2414,ROME6,43.221172,-75.418969,34.0,14082,43.2213,-75.4192,23.547130508933787,11,4,0,2.49
2214,OSW10,43.453522,-76.539131,11.0,9679,43.4535,-76.5379,99.6655216558285,11,4,0,32.62
1702,OSW11,43.453747,-76.532573,15.0,9684,43.4537,-76.5327,11.529460453703402,11,4,0,2.77
2214,OSW10,43.453522,-76.539131,11.0,9679,43.4535,-76.5379,99.6655216558285,11,4,0,32.62
1702,OSW11,43.453747,-76.532573,15.0,9684,43.4537,-76.5327,11.529460453703402,11,4,0,2.77
2213,OSW2A,43.456261,-76.512291,18.0,3581,43.4562,-76.5123,6.816232219201783,11,4,0,1.36
2213,OSW2A,43.456261,-76.512291,18.0,3581,43.4562,-76.5123,6.816232219201783,11,4,0,1.36
2215,OSW2D,43.453438,-76.511986,7.0,18178,43.4535,-76.5118,16.555661044628792,11,4,0,8.51
2215,OSW2D,43.453438,-76.511986,7.0,18178,43.4535,-76.5118,16.555661044628792,11,4,0,8.51
694,OSW46,43.042759,-76.150223,13.0,17660,43.0434,-76.151,95.28665386400485,11,4,0,26.39
691,OSW46,43.431061,-76.48069,31.0,15556,43.432,-76.4809,105.70053966208584,11,4,0,12.27
694,OSW46,43.042759,-76.150223,13.0,17660,43.0434,-76.151,95.28665386400485,11,4,0,26.39
691,OSW46,43.431061,-76.48069,31.0,15556,43.432,-76.4809,105.70053966208584,11,4,0,12.27
2412,ROME2,43.227625,-75.490411,22.0,12800,43.228,-75.4908,52.291127548349394,11,4,0,8.56
2412,ROME2,43.227625,-75.490411,22.0,12800,43.228,-75.4908,52.291127548349394,11,4,0,8.56
2414,ROME6,43.212708,-75.417856,22.0,12261,43.2126,-75.4181,23.175046029270018,11,4,0,3.79
2414,ROME6,43.212708,-75.417856,22.0,12261,43.2126,-75.4181,23.175046029270018,11,4,0,3.79
2214,OSW10,43.454544,-76.534859,20.0,16164,43.4548,-76.5348,28.84009921510735,11,4,0,5.19
1702,OSW11,43.455784,-76.534937,19.0,16164,43.4548,-76.5348,109.88486622058382,11,4,0,20.82
2214,OSW10,43.454544,-76.534859,20.0,16164,43.4548,-76.5348,28.84009921510735,11,4,0,5.19
2213,OSW1A,43.459301,-76.502014,26.0,15883,43.4593,-76.5023,23.146527831850012,11,4,0,3.2
1702,OSW11,43.455784,-76.534937,19.0,16164,43.4548,-76.5348,109.88486622058382,11,4,0,20.82
2213,OSW1A,43.459301,-76.502014,26.0,15883,43.4593,-76.5023,23.146527831850012,11,4,0,3.2
2215,OSW2D,43.453281,-76.509422,23.0,16314,43.4529,-76.5093,43.466203518803006,11,4,0,6.8
694,OSW46,43.045635,-76.147499,18.0,6767,43.0456,-76.1476,9.101871672082693,11,4,0,1.82
691,OSW46,43.430206,-76.479927,39.0,15776,43.4297,-76.4788,107.17993365189099,11,4,0,9.89
2215,OSW2D,43.453281,-76.509422,23.0,16314,43.4529,-76.5093,43.466203518803006,11,4,0,6.8
694,OSW46,43.045635,-76.147499,18.0,6767,43.0456,-76.1476,9.101871672082693,11,4,0,1.82
691,OSW46,43.430206,-76.479927,39.0,15776,43.4297,-76.4788,107.17993365189099,11,4,0,9.89
2413,ROME5,43.218845,-75.453027,16.0,17606,43.2189,-75.4527,27.262631487761908,11,4,0,6.13
2414,ROME6,43.21273,-75.417801,10.0,12261,43.2126,-75.4181,28.26496564396274,11,4,0,10.18
2413,ROME5,43.218845,-75.453027,16.0,17606,43.2189,-75.4527,27.262631487761908,11,4,0,6.13
2414,ROME6,43.21273,-75.417801,10.0,12261,43.2126,-75.4181,28.26496564396274,11,4,0,10.18
2214,OSW10,43.457218,-76.535401,15.0,16164,43.4548,-76.5348,273.011930228803,11,4,0,65.52
1702,OSW11,43.45648,-76.539764,13.0,16168,43.4567,-76.5399,26.80644213482086,11,4,0,7.42
2214,OSW10,43.457218,-76.535401,15.0,16164,43.4548,-76.5348,273.011930228803,11,4,0,65.52
2213,OSW1A,43.460473,-76.496536,26.0,15878,43.4605,-76.4971,45.74264813466596,11,4,0,6.33
1702,OSW11,43.45648,-76.539764,13.0,16168,43.4567,-76.5399,26.80644213482086,11,4,0,7.42
2213,OSW1A,43.460473,-76.496536,26.0,15878,43.4605,-76.4971,45.74264813466596,11,4,0,6.33
2215,OSW2D,43.45248,-76.508987,24.0,17724,43.4527,-76.5089,25.436483949113196,11,4,0,3.82
694,OSW46,43.04908,-76.1474,13.0,6628,43.0495,-76.1476,49.42294156441825,11,4,0,13.69
691,OSW46,43.424355,-76.480591,46.0,16235,43.4287,-76.4816,489.59946159884737,11,4,0,38.32
2215,OSW2D,43.45248,-76.508987,24.0,17724,43.4527,-76.5089,25.436483949113196,11,4,0,3.82
694,OSW46,43.04908,-76.1474,13.0,6628,43.0495,-76.1476,49.42294156441825,11,4,0,13.69
691,OSW46,43.424355,-76.480591,46.0,16235,43.4287,-76.4816,489.59946159884737,11,4,0,38.32
2413,ROME5,43.219669,-75.44899,25.0,14348,43.2199,-75.4494,42.05146912866544,11,4,0,6.06
2413,ROME5,43.219669,-75.44899,25.0,14348,43.2199,-75.4494,42.05146912866544,11,4,0,6.06
1808,AUB2,42.932594,-76.566963,2.0,12154,42.933,-76.5631,318.54509353387147,11,4,0,573.38
2216,AUB3,42.932678,-76.566917,10.0,12274,42.9351,-76.5663,273.7366648274639,11,4,0,98.55
1808,AUB2,42.932594,-76.566963,2.0,12154,42.933,-76.5631,318.54509353387147,11,4,0,573.38
2216,AUB3,42.932678,-76.566917,10.0,12274,42.9351,-76.5663,273.7366648274639,11,4,0,98.55
2214,OSW10,43.456143,-76.541031,18.0,16185,43.4566,-76.5401,90.86045873776698,11,4,0,18.17
1702,OSW11,43.45405,-76.539321,4.0,16168,43.4567,-76.5399,298.12541590543594,11,4,0,268.31
2213,OSW1A,43.460573,-76.489659,24.0,15873,43.4607,-76.4896,14.89592957792616,11,4,0,2.23
2214,OSW10,43.456143,-76.541031,18.0,16185,43.4566,-76.5401,90.86045873776698,11,4,0,18.17
1702,OSW11,43.45405,-76.539321,4.0,16168,43.4567,-76.5399,298.12541590543594,11,4,0,268.31
2213,OSW1A,43.460573,-76.489659,24.0,15873,43.4607,-76.4896,14.89592957792616,11,4,0,2.23
2215,OSW2D,43.449444,-76.509712,17.0,16122,43.4495,-76.5097,6.2970493772221845,11,4,0,1.33
694,OSW46,43.049541,-76.14933,18.0,17676,43.0496,-76.1486,59.83710625618336,11,4,0,11.97
691,OSW46,43.41214,-76.474411,45.0,16233,43.4124,-76.4746,32.69161265054408,11,4,0,2.62
2215,OSW2D,43.449444,-76.509712,17.0,16122,43.4495,-76.5097,6.2970493772221845,11,4,0,1.33
694,OSW46,43.049541,-76.14933,18.0,17676,43.0496,-76.1486,59.83710625618336,11,4,0,11.97
691,OSW46,43.41214,-76.474411,45.0,16233,43.4124,-76.4746,32.69161265054408,11,4,0,2.62
2414,ROME6,43.21682,-75.417313,31.0,14084,43.2166,-75.4168,48.32047637225928,11,4,0,5.61
2414,ROME6,43.21682,-75.417313,31.0,14084,43.2166,-75.4168,48.32047637225928,11,4,0,5.61
1707,AUB1,42.93278,-76.56662,10.0,12493,42.9326,-76.567,36.90609065100507,11,4,0,13.29
1808,AUB2,42.932174,-76.566168,1.0,17919,42.9316,-76.5633,242.6463178173984,11,4,0,873.53
2216,AUB3,42.933144,-76.566231,3.0,12274,42.9351,-76.5663,217.36786512558425,11,4,0,260.84
1707,AUB1,42.93278,-76.56662,10.0,12493,42.9326,-76.567,36.90609065100507,11,4,0,13.29
1808,AUB2,42.932174,-76.566168,1.0,17919,42.9316,-76.5633,242.6463178173984,11,4,0,873.53
2216,AUB3,42.933144,-76.566231,3.0,12274,42.9351,-76.5663,217.36786512558425,11,4,0,260.84
2213,OSW1A,43.460926,-76.485207,5.0,17808,43.4609,-76.485,16.999492997354107,11,4,0,12.24
2213,OSW1A,43.460926,-76.485207,5.0,17808,43.4609,-76.485,16.999492997354107,11,4,0,12.24
2215,OSW2D,43.44828,-76.509071,17.0,16121,43.4483,-76.509,6.1617416884578535,11,4,0,1.3
694,OSW46,43.049622,-76.153839,21.0,12669,43.0495,-76.1538,13.920929321061314,11,4,0,2.39
691,OSW46,43.400829,-76.470131,18.0,17497,43.4009,-76.4703,15.800397336646743,11,4,0,3.16
2215,OSW2D,43.44828,-76.509071,17.0,16121,43.4483,-76.509,6.1617416884578535,11,4,0,1.3
2413,ROME5,43.224194,-75.443939,19.0,14301,43.2238,-75.4441,45.68484422478763,11,4,0,8.66
694,OSW46,43.049622,-76.153839,21.0,12669,43.0495,-76.1538,13.920929321061314,11,4,0,2.39
691,OSW46,43.400829,-76.470131,18.0,17497,43.4009,-76.4703,15.800397336646743,11,4,0,3.16
2414,ROME6,43.218254,-75.40741,15.0,14089,43.2196,-75.4068,157.53627717613858,11,4,0,37.81
2413,ROME5,43.224194,-75.443939,19.0,14301,43.2238,-75.4441,45.68484422478763,11,4,0,8.66
2414,ROME6,43.218254,-75.40741,15.0,14089,43.2196,-75.4068,157.53627717613858,11,4,0,37.81
1707,AUB1,42.930809,-76.568085,7.0,16889,42.9305,-76.5685,48.22910356623851,11,4,0,24.8
2216,AUB3,42.936268,-76.565102,4.0,12276,42.9365,-76.565,27.08463447661152,11,4,0,24.38
1707,AUB1,42.930809,-76.568085,7.0,16889,42.9305,-76.5685,48.22910356623851,11,4,0,24.8
2216,AUB3,42.936268,-76.565102,4.0,12276,42.9365,-76.565,27.08463447661152,11,4,0,24.38
2214,OSW10,43.453275,-76.547742,20.0,17969,43.4527,-76.5482,73.85994921041639,11,4,0,13.29
2214,OSW10,43.453275,-76.547742,20.0,17969,43.4527,-76.5482,73.85994921041639,11,4,0,13.29
2215,OSW2D,43.444302,-76.508369,6.0,16117,43.4443,-76.5082,13.682521106060614,11,4,0,8.21
694,OSW46,43.052254,-76.154961,22.0,7186,43.0525,-76.1549,27.777263757850445,11,4,0,4.55
691,OSW46,43.401421,-76.462425,34.0,15778,43.4016,-76.4616,69.72774108553212,11,4,0,7.38
2412,ROME2,43.22953,-75.493477,5.0,12743,43.2295,-75.4935,3.820919240916904,11,4,0,2.75
2215,OSW2D,43.444302,-76.508369,6.0,16117,43.4443,-76.5082,13.682521106060614,11,4,0,8.21
2414,ROME6,43.223885,-75.406998,30.0,14091,43.2249,-75.4069,113.04429778168857,11,4,0,13.57
694,OSW46,43.052254,-76.154961,22.0,7186,43.0525,-76.1549,27.777263757850445,11,4,0,4.55
691,OSW46,43.401421,-76.462425,34.0,15778,43.4016,-76.4616,69.72774108553212,11,4,0,7.38
2412,ROME2,43.22953,-75.493477,5.0,12743,43.2295,-75.4935,3.820919240916904,11,4,0,2.75
2414,ROME6,43.22459,-75.407013,25.0,14091,43.2249,-75.4069,35.64269959312021,11,4,0,5.13
1808,AUB2,42.931251,-76.563321,22.0,17919,42.9316,-76.5633,38.808778446939186,11,4,0,6.35
1808,AUB2,42.931251,-76.563321,22.0,17919,42.9316,-76.5633,38.808778446939186,11,4,0,6.35
2215,OSW2D,43.444157,-76.513031,25.0,16115,43.4441,-76.5126,35.46003951346502,11,4,0,5.11
694,OSW46,43.053707,-76.154839,19.0,7169,43.0535,-76.155,26.47418048413181,11,4,0,5.02
691,OSW46,43.39489,-76.455841,69.0,15789,43.4014,-76.4609,831.3133202356238,11,4,0,43.37
2215,OSW2D,43.444157,-76.513031,25.0,16115,43.4441,-76.5126,35.46003951346502,11,4,0,5.11
2412,ROME2,43.23214,-75.497902,40.0,18349,43.2324,-75.4982,37.68768957093159,11,4,0,3.39
694,OSW46,43.053707,-76.154839,19.0,7169,43.0535,-76.155,26.47418048413181,11,4,0,5.02
691,OSW46,43.39489,-76.455841,69.0,15789,43.4014,-76.4609,831.3133202356238,11,4,0,43.37
2413,ROME5,43.228541,-75.440859,13.0,14286,43.2289,-75.4405,49.40937936390241,11,4,0,13.68
2412,ROME2,43.232689,-75.498863,41.0,18350,43.2325,-75.4986,29.955290322032326,11,4,0,2.63
2414,ROME6,43.225201,-75.413406,32.0,14092,43.2252,-75.4128,49.23310531121138,11,4,0,5.54
2413,ROME5,43.228541,-75.440859,13.0,14286,43.2289,-75.4405,49.40937936390241,11,4,0,13.68
2414,ROME6,43.225201,-75.413406,32.0,14092,43.2252,-75.4128,49.23310531121138,11,4,0,5.54
1707,AUB1,42.928068,-76.573559,20.0,18003,42.9281,-76.5734,13.45812393118793,11,4,0,2.42
1808,AUB2,42.933125,-76.562866,20.0,12240,42.9332,-76.5628,9.921963864437437,11,4,0,1.79
2216,AUB3,42.937304,-76.566522,15.0,12278,42.9377,-76.5664,45.105216481402806,11,4,0,10.83
1707,AUB1,42.928068,-76.573559,20.0,18003,42.9281,-76.5734,13.45812393118793,11,4,0,2.42
1808,AUB2,42.933125,-76.562866,20.0,12240,42.9332,-76.5628,9.921963864437437,11,4,0,1.79
2216,AUB3,42.937304,-76.566522,15.0,12278,42.9377,-76.5664,45.105216481402806,11,4,0,10.83
2214,OSW10,43.449793,-76.550064,9.0,15527,43.4498,-76.5506,43.39277071381941,11,4,0,17.36
2214,OSW10,43.449744,-76.550742,9.0,15527,43.4498,-76.5506,13.06986937518588,11,4,0,5.23
2215,OSW2D,43.444149,-76.518471,15.0,16112,43.444,-76.5185,16.719738151950665,11,4,0,4.01
694,OSW46,43.057541,-76.152924,16.0,7169,43.0535,-76.155,479.73121918670455,11,4,0,107.94
691,OSW46,43.376686,-76.440384,60.0,15780,43.3758,-76.4397,112.96966693566361,11,4,0,6.78
2215,OSW2D,43.444149,-76.518471,15.0,16112,43.444,-76.5185,16.719738151950665,11,4,0,4.01
2412,ROME2,43.235455,-75.502426,18.0,12247,43.2374,-75.5032,225.04466161436187,11,4,0,45.01
694,OSW46,43.057541,-76.152924,16.0,7169,43.0535,-76.155,479.73121918670455,11,4,0,107.94
691,OSW46,43.376686,-76.440384,60.0,15780,43.3758,-76.4397,112.96966693566361,11,4,0,6.78
2413,ROME5,43.229129,-75.440437,21.0,14388,43.2291,-75.4406,13.628000232233108,11,4,0,2.34
2412,ROME2,43.235455,-75.502426,18.0,12247,43.2374,-75.5032,225.04466161436187,11,4,0,45.01
2414,ROME6,43.22271,-75.418793,20.0,14081,43.2227,-75.4196,65.574816757375,11,4,0,11.8
2413,ROME5,43.229129,-75.440437,21.0,14388,43.2291,-75.4406,13.628000232233108,11,4,0,2.34
2414,ROME6,43.22271,-75.418793,20.0,14081,43.2227,-75.4196,65.574816757375,11,4,0,11.8
1707,AUB1,42.927395,-76.574926,21.0,12140,42.9274,-76.5748,10.301236769606177,11,4,0,1.77
1808,AUB2,42.933319,-76.557693,25.0,12237,42.9334,-76.5579,19.14385093012648,11,4,0,2.76
1707,AUB1,42.927395,-76.574926,21.0,12140,42.9274,-76.5748,10.301236769606177,11,4,0,1.77
2216,AUB3,42.938656,-76.566627,26.0,12279,42.939,-76.5666,38.27898197160022,11,4,0,5.3
1808,AUB2,42.933319,-76.557693,25.0,12237,42.9334,-76.5579,19.14385093012648,11,4,0,2.76
2216,AUB3,42.938656,-76.566627,26.0,12279,42.939,-76.5666,38.27898197160022,11,4,0,5.3
2214,OSW10,43.446591,-76.54862,7.0,17539,43.4471,-76.549,64.3751299882943,11,4,0,33.11
2214,OSW10,43.446591,-76.54862,7.0,17539,43.4471,-76.549,64.3751299882943,11,4,0,33.11
1702,OSW11,43.45391,-76.540445,9.0,16168,43.4567,-76.5399,313.0962903958866,11,4,0,125.24
1702,OSW11,43.45391,-76.540445,9.0,16168,43.4567,-76.5399,313.0962903958866,11,4,0,125.24
2213,OSW1A,43.463802,-76.478856,13.0,9614,43.4642,-76.4779,89.10930972713784,11,4,0,24.68
